"","precio","quilate","corte","color","claridad","profundidad","tabla","x","y","z"
"6809",4118,0.8,"Muy bueno","E","VS1",60.7,60,6,6.09,3.67
"6810",4118,1.02,"Ideal","I","SI2",61.8,57,6.44,6.46,3.99
"6811",4118,1.01,"Ideal","E","SI2",63,56,6.34,6.3,3.98
"6812",4118,1.01,"Premium","E","SI2",60.6,58,6.53,6.47,3.94
"6813",4118,1.01,"Regular","E","SI2",55.2,65,6.78,6.67,3.71
"6814",4118,1.01,"Muy bueno","E","SI2",63.1,61,6.34,6.27,3.98
"6815",4118,1.01,"Regular","E","SI2",64.7,55,6.37,6.3,4.1
"6816",4118,1.01,"Regular","D","SI1",66.3,55,6.22,6.17,4.11
"6817",4118,1.01,"Bueno","E","SI2",63.7,55,6.38,6.31,4.05
"6818",4118,1.01,"Premium","G","SI1",63,60,6.34,6.3,3.98
"6819",4118,1.01,"Ideal","I","VS1",62.9,56,6.43,6.38,4.03
"6820",4118,1.01,"Premium","G","SI1",60,59,6.51,6.47,3.89
"6821",4119,1.07,"Premium","H","SI2",62.2,59,6.47,6.53,4.04
"6822",4119,0.9,"Bueno","F","SI1",62.5,59,6.1,6.13,3.82
"6823",4119,0.9,"Muy bueno","F","SI1",62.7,59,6.12,6.16,3.85
"6824",4119,1.01,"Muy bueno","F","SI2",62.8,58,6.31,6.36,3.98
"6825",4119,1.01,"Ideal","H","SI2",62.8,56,6.38,6.45,4.03
"6826",4119,1.01,"Bueno","F","SI2",58.2,63,6.51,6.55,3.8
"6827",4120,1.01,"Muy bueno","J","VS2",59.3,59,6.5,6.58,3.88
"6828",4120,1.11,"Premium","I","SI2",61.5,58,6.61,6.65,4.08
"6829",4120,1.06,"Ideal","H","SI1",62.7,57,6.48,6.53,4.08
"6830",4120,1.11,"Premium","I","SI2",61.8,58,6.61,6.66,4.1
"6831",4120,0.9,"Bueno","D","SI1",63.8,58,6.13,6.09,3.9
"6832",4120,1.09,"Premium","I","SI2",61.3,55,6.66,6.62,4.07
"6833",4121,1.01,"Muy bueno","F","SI2",62.7,56,6.35,6.4,4
"6834",4121,1.01,"Bueno","I","VS2",62.8,59,6.34,6.4,4
"6835",4121,1.01,"Muy bueno","F","SI2",62.2,58,6.36,6.4,3.97
"6836",4121,1.01,"Bueno","F","SI2",63.6,59,6.34,6.37,4.04
"6837",4121,1.01,"Muy bueno","F","SI2",61,60,6.44,6.48,3.94
"6838",4121,1.01,"Premium","F","SI2",60.6,60,6.46,6.5,3.93
"6839",4123,0.91,"Premium","D","SI2",62.2,59,6.19,6.23,3.86
"6840",4123,0.91,"Muy bueno","D","SI2",61.5,56,6.22,6.27,3.84
"6841",4123,0.91,"Premium","D","SI2",61.1,60,6.24,6.29,3.83
"6842",4123,1.13,"Regular","J","SI1",64.9,55,6.49,6.56,4.24
"6843",4123,1.04,"Premium","D","SI2",60.9,57,6.54,6.49,3.97
"6844",4124,0.9,"Muy bueno","F","VS2",62.7,62,6.11,6.17,3.85
"6845",4124,0.71,"Ideal","E","VVS2",62,57,5.7,5.72,3.54
"6846",4124,0.9,"Bueno","G","VS2",64.9,61,5.91,5.99,3.86
"6847",4124,1.08,"Premium","G","SI2",63,54,6.58,6.54,4.13
"6848",4124,1.14,"Ideal","F","I1",61.3,56,6.76,6.74,4.13
"6849",4125,1,"Bueno","H","SI2",62.7,58,6.31,6.33,3.96
"6850",4125,1,"Muy bueno","E","SI2",62.8,59,6.3,6.34,3.97
"6851",4125,1,"Ideal","I","SI1",59.8,57,6.44,6.5,3.87
"6852",4125,1,"Muy bueno","I","SI1",63,58,6.3,6.33,3.98
"6853",4125,1.04,"Muy bueno","G","SI2",62.7,57,6.4,6.46,4.03
"6854",4125,0.8,"Ideal","E","SI1",61.9,55,5.94,5.98,3.69
"6855",4125,0.91,"Bueno","G","VS2",59.9,61,6.2,6.33,3.75
"6856",4125,0.9,"Regular","E","VS2",64.5,61,6.07,6.03,3.9
"6857",4126,0.8,"Muy bueno","F","VVS2",62.7,58,5.88,5.92,3.7
"6858",4126,0.9,"Muy bueno","I","VS1",62.6,59,6.11,6.15,3.84
"6859",4126,0.8,"Ideal","E","VS2",62.2,55,5.95,5.98,3.71
"6860",4126,1.05,"Ideal","J","SI2",62.3,54,6.52,6.55,4.07
"6861",4126,1.07,"Premium","I","SI1",61.2,58,6.62,6.55,4.03
"6862",4127,0.81,"Ideal","G","VVS2",61.7,55.1,5.97,6.04,3.71
"6863",4127,0.74,"Ideal","F","VVS1",60.8,60,5.82,5.86,3.55
"6864",4127,0.89,"Ideal","F","SI1",62.1,55,6.15,6.18,3.83
"6865",4127,1.01,"Regular","F","SI2",58.2,61,6.48,6.52,3.78
"6866",4128,0.9,"Ideal","D","VS2",61.5,56,6.25,6.2,3.83
"6867",4128,0.91,"Premium","H","VS2",62.8,58,6.17,6.15,3.87
"6868",4128,0.91,"Premium","H","VS2",61.9,59,6.23,6.18,3.84
"6869",4128,0.91,"Premium","H","VS2",61,59,6.32,6.27,3.84
"6870",4128,1.07,"Ideal","F","SI2",61.2,57,6.62,6.59,4.04
"6871",4128,0.91,"Premium","H","VS2",59.9,62,6.33,6.26,3.77
"6872",4129,1.01,"Ideal","G","SI1",61.5,56,6.52,6.46,3.99
"6873",4129,0.9,"Muy bueno","H","VS2",63.7,61,6.04,6.07,3.86
"6874",4129,1.01,"Ideal","H","SI2",61.7,56,6.47,6.43,3.98
"6875",4129,1.01,"Muy bueno","I","VS1",63.1,56,6.42,6.36,4.03
"6876",4129,1.01,"Bueno","J","VS1",60.4,64,6.48,6.44,3.9
"6877",4129,1.01,"Regular","H","SI2",64.9,56,6.33,6.25,4.08
"6878",4129,1.01,"Premium","I","SI1",59.9,59,6.46,6.42,3.86
"6879",4130,0.9,"Muy bueno","D","SI1",60.1,58,6.27,6.3,3.78
"6880",4130,0.82,"Ideal","G","VVS2",62.1,56,5.97,6.01,3.72
"6881",4130,1.08,"Ideal","I","SI2",62.3,57,6.56,6.61,4.1
"6882",4131,1.16,"Bueno","F","SI2",60.8,65,6.78,6.75,4.11
"6883",4131,1.01,"Ideal","H","SI2",60.1,60,6.54,6.5,3.92
"6884",4131,1.09,"Ideal","J","VS2",61.3,57,6.63,6.61,4.06
"6885",4131,1.2,"Premium","I","VS2",61.3,60,6.79,6.75,4.15
"6886",4132,1.06,"Muy bueno","I","SI2",62.8,56,6.47,6.55,4.09
"6887",4132,0.91,"Ideal","E","SI1",61,58,6.23,6.29,3.82
"6888",4132,1.22,"Premium","J","SI2",62.2,60,6.89,6.77,4.25
"6889",4133,0.9,"Premium","D","SI2",61.2,62,6.22,6.07,3.76
"6890",4133,1.23,"Premium","I","SI1",60.3,60,6.95,6.88,4.17
"6891",4133,1.01,"Muy bueno","J","SI1",63.3,55,6.34,6.32,4.01
"6892",4133,1,"Ideal","I","SI1",61.6,59,6.34,6.42,3.93
"6893",4133,1.1,"Bueno","I","SI1",63.1,61,6.49,6.56,4.12
"6894",4133,0.9,"Ideal","G","VS2",62.7,56,6.25,6.15,3.89
"6895",4133,0.9,"Premium","E","SI2",61.7,57,6.23,6.21,3.84
"6896",4133,0.9,"Ideal","H","VS2",61.9,55,6.22,6.19,3.84
"6897",4134,0.9,"Muy bueno","E","VS2",61.1,63,6.17,6.2,3.78
"6898",4134,1.11,"Premium","F","SI2",62.5,59,6.59,6.53,4.1
"6899",4134,0.73,"Ideal","D","VS2",60.7,57,5.84,5.88,3.55
"6900",4134,0.73,"Ideal","D","VS2",61.6,56,5.76,5.8,3.56
"6901",4135,0.9,"Muy bueno","G","VS2",63.4,59,6.08,6.13,3.87
"6902",4135,0.82,"Muy bueno","E","VS2",62.8,59,5.92,5.93,3.72
"6903",4135,0.82,"Ideal","D","SI1",61.6,57,6.02,6.06,3.72
"6904",4135,0.82,"Ideal","D","SI1",62.2,55,5.97,5.99,3.72
"6905",4135,0.9,"Bueno","G","VS2",64.4,62,5.97,6.02,3.86
"6906",4135,1.04,"Ideal","I","SI1",63,56,6.49,6.39,4.06
"6907",4135,1.01,"Bueno","G","SI2",63.7,59,6.38,6.31,4.04
"6908",4136,0.9,"Muy bueno","H","VS1",61.5,59,6.13,6.19,3.79
"6909",4136,0.9,"Muy bueno","H","VS1",61.8,56,6.16,6.18,3.81
"6910",4136,0.96,"Muy bueno","H","VS2",61.2,57,6.34,6.38,3.89
"6911",4136,0.9,"Muy bueno","H","VS1",62.7,57,6.14,6.18,3.86
"6912",4136,0.9,"Muy bueno","H","VS1",63,59,6.1,6.13,3.85
"6913",4136,0.96,"Muy bueno","G","SI1",62,59,6.26,6.32,3.9
"6914",4137,1.02,"Muy bueno","J","SI1",61.4,58,6.47,6.5,3.98
"6915",4137,0.9,"Premium","G","VS2",62.4,61,6.17,6.13,3.84
"6916",4137,0.9,"Premium","G","VS2",60.8,56,6.19,6.14,3.75
"6917",4137,0.9,"Premium","G","VS2",62,60,6.19,6.14,3.82
"6918",4137,0.9,"Premium","G","VS2",62.8,58,6.14,6.09,3.84
"6919",4137,1.01,"Premium","F","SI2",62.8,57,6.31,6.24,3.94
"6920",4138,1,"Bueno","H","SI1",56.8,65,6.61,6.49,3.72
"6921",4138,0.91,"Premium","E","SI1",60.5,61,6.23,6.19,3.76
"6922",4138,0.91,"Premium","E","SI1",62.4,57,6.23,6.11,3.85
"6923",4138,0.91,"Premium","E","SI1",61.9,61,6.12,6.1,3.78
"6924",4138,1.01,"Premium","G","SI1",62.3,59,6.37,6.34,3.96
"6925",4138,0.91,"Muy bueno","E","SI1",63.5,57,6.11,6.07,3.87
"6926",4138,0.91,"Premium","E","SI1",62.6,58,6.17,6.14,3.85
"6927",4138,1.01,"Bueno","G","SI1",64.2,56,6.38,6.26,4.05
"6928",4139,1.05,"Premium","E","SI2",61.5,59,6.52,6.58,4.03
"6929",4139,1.12,"Ideal","D","I1",60.6,55,6.73,6.76,4.09
"6930",4140,0.97,"Muy bueno","G","SI1",60.2,61,6.4,6.46,3.87
"6931",4140,1.01,"Bueno","F","SI2",64.9,60,6.2,6.25,4.04
"6932",4140,1.01,"Bueno","F","SI2",58.2,61,6.47,6.53,3.78
"6933",4140,1.1,"Muy bueno","E","SI2",63.3,56,6.58,6.53,4.15
"6934",4140,1.32,"Regular","H","I1",65.8,55,6.87,6.83,4.51
"6935",4140,0.8,"Ideal","F","VVS2",61.6,57,5.97,5.94,3.67
"6936",4140,1.12,"Ideal","F","SI2",61.8,55,6.69,6.66,4.13
"6937",4140,0.93,"Premium","D","SI2",62.6,57,6.26,6.2,3.9
"6938",4140,0.93,"Premium","D","SI2",60.6,59,6.34,6.3,3.83
"6939",4140,1.5,"Premium","G","I1",60.4,55,7.4,7.32,4.45
"6940",4140,1,"Regular","E","SI1",66.3,62,6.27,6.06,4.09
"6941",4140,1.5,"Bueno","G","I1",63.7,57,7.28,7.21,4.62
"6942",4141,1.04,"Premium","I","SI2",61.3,59,6.5,6.46,3.97
"6943",4141,0.82,"Muy bueno","F","VVS2",63.1,59,5.91,5.97,3.75
"6944",4141,0.91,"Muy bueno","F","SI1",62,59,6.2,6.22,3.85
"6945",4142,0.95,"Premium","E","SI2",60.7,59,6.3,6.36,3.84
"6946",4142,1,"Muy bueno","G","SI2",62.4,60,6.31,6.36,3.95
"6947",4142,0.96,"Muy bueno","F","SI2",60.9,57,6.38,6.42,3.9
"6948",4142,0.73,"Ideal","G","IF",62.3,56,5.72,5.78,3.58
"6949",4143,0.91,"Muy bueno","H","VVS2",63.6,56,6.11,6.13,3.89
"6950",4144,1,"Premium","F","SI1",59,59,6.55,6.5,3.85
"6951",4144,1,"Premium","J","VS1",62.8,57,6.39,6.35,4
"6952",4144,1,"Ideal","J","VS1",62.3,56,6.43,6.38,3.99
"6953",4144,0.9,"Muy bueno","E","SI1",62,62,6.11,6.21,3.82
"6954",4144,0.93,"Muy bueno","G","SI1",62.3,58,6.2,6.29,3.9
"6955",4144,1,"Premium","H","SI1",61.7,59,6.41,6.36,3.94
"6956",4144,1,"Premium","F","SI2",61.5,59,6.47,6.44,3.97
"6957",4145,1.41,"Regular","H","I1",64.7,58,7.05,7,4.55
"6958",4145,1.05,"Premium","J","VS2",61.1,58,6.56,6.51,3.99
"6959",4146,0.8,"Ideal","G","VVS2",62.6,54,5.9,5.97,3.71
"6960",4147,1.21,"Regular","J","SI1",65,59,6.64,6.57,4.29
"6961",4147,1.21,"Regular","J","SI1",65.3,60,6.6,6.51,4.28
"6962",4147,0.9,"Ideal","E","SI1",61.7,56,6.16,6.23,3.82
"6963",4147,0.9,"Bueno","E","SI1",60.4,58,6.12,6.24,3.73
"6964",4149,1,"Muy bueno","I","SI1",63.1,58,6.3,6.35,3.99
"6965",4149,1.01,"Bueno","H","SI2",64.8,58,6.24,6.29,4.06
"6966",4149,1.01,"Bueno","E","SI2",63.3,58,6.29,6.35,4
"6967",4150,1.14,"Ideal","H","SI2",62.6,57,6.71,6.65,4.18
"6968",4150,0.92,"Premium","D","SI2",62.5,55,6.21,6.18,3.87
"6969",4150,0.91,"Bueno","G","VS1",64.1,59,6.1,6.13,3.92
"6970",4150,1.01,"Bueno","G","SI2",62.4,60,6.32,6.38,3.96
"6971",4150,1,"Regular","H","SI1",56.3,63,6.63,6.61,3.73
"6972",4150,0.95,"Premium","G","SI1",62.6,58,6.26,6.21,3.9
"6973",4150,0.76,"Ideal","D","VVS2",62.3,57,5.87,5.84,3.65
"6974",4150,1,"Premium","H","SI1",61.8,59,6.4,6.35,3.94
"6975",4150,0.76,"Premium","F","IF",60.6,60,5.89,5.85,3.56
"6976",4151,1.02,"Premium","F","SI2",62.7,59,6.38,6.45,4.02
"6977",4151,0.9,"Muy bueno","E","SI1",63.1,58,6.12,6.02,3.83
"6978",4152,0.9,"Premium","G","VS2",61.1,58,6.22,6.25,3.81
"6979",4152,1.08,"Muy bueno","J","SI2",62.5,60,6.51,6.57,4.09
"6980",4153,1.18,"Ideal","E","I1",61.6,56,6.79,6.82,4.19
"6981",4153,1.01,"Muy bueno","J","SI1",61.3,57,6.45,6.5,3.97
"6982",4153,1.03,"Premium","H","SI2",62.3,59,6.46,6.42,4.01
"6983",4153,1.03,"Premium","J","SI1",61.7,54,6.56,6.5,4.03
"6984",4154,1.01,"Premium","G","SI2",60.1,59,6.45,6.39,3.86
"6985",4154,1.09,"Bueno","F","SI1",61,64,6.58,6.63,4.03
"6986",4154,1.01,"Muy bueno","G","SI2",63.5,58,6.39,6.34,4.04
"6987",4155,0.92,"Premium","H","VS1",61,62,6.32,6.26,3.84
"6988",4155,0.9,"Muy bueno","H","VS2",62,57,6.1,6.16,3.8
"6989",4155,0.9,"Premium","H","VS2",61.8,58,6.12,6.17,3.8
"6990",4155,0.9,"Premium","H","VS2",61.3,59,6.19,6.24,3.81
"6991",4155,0.9,"Muy bueno","H","VS2",61.8,56,6.18,6.25,3.84
"6992",4155,0.9,"Muy bueno","H","VS2",62.7,59,6.1,6.15,3.84
"6993",4155,1.02,"Muy bueno","I","SI2",63.2,60,6.37,6.41,4.04
"6994",4155,1,"Bueno","F","SI2",57.3,61,6.64,6.59,3.79
"6995",4155,1.06,"Premium","F","SI1",61.9,59,6.57,6.52,4.05
"6996",4155,1,"Premium","I","VS2",62.6,59,6.33,6.28,3.95
"6997",4155,1,"Bueno","F","SI2",63.8,58,6.33,6.28,4.02
"6998",4155,1,"Ideal","F","SI2",62.7,57,6.34,6.29,3.96
"6999",4155,1,"Premium","F","SI2",62.9,59,6.39,6.3,3.99
"7000",4155,1,"Premium","F","SI2",62.6,58,6.37,6.31,3.97
"7001",4155,1,"Premium","F","SI2",62.8,57,6.44,6.37,4.02
"7002",4155,1,"Bueno","I","VS2",59.7,64,6.51,6.45,3.87
"7003",4155,1,"Bueno","D","SI1",57.6,62,6.62,6.5,3.78
"7004",4155,1.06,"Premium","D","SI2",60.9,60,6.55,6.52,3.98
"7005",4155,1,"Premium","F","SI2",62.4,61,6.34,6.32,3.95
"7006",4155,1,"Premium","F","SI2",59.4,62,6.4,6.37,3.79
"7007",4155,1.06,"Premium","I","SI1",62.9,60,6.47,6.43,4.06
"7008",4156,0.9,"Bueno","H","VS2",61.5,61,6.15,6.24,3.81
"7009",4157,0.9,"Muy bueno","H","VS2",62.2,58,6.11,6.18,3.82
"7010",4157,0.74,"Ideal","F","VVS2",61.7,57,5.79,5.84,3.59
"7011",4157,0.9,"Ideal","I","VS2",62,53,6.17,6.23,3.85
"7012",4157,1.1,"Ideal","J","SI2",60.9,56,6.68,6.72,4.08
"7013",4157,1.16,"Premium","H","SI2",58.8,61,6.93,6.84,4.05
"7014",4158,0.9,"Premium","F","SI1",61.2,59,6.19,6.16,3.78
"7015",4158,0.9,"Muy bueno","F","SI1",63.2,56,6.16,6.09,3.87
"7016",4158,0.92,"Bueno","D","SI1",63.6,57,6.09,6.14,3.89
"7017",4158,0.92,"Bueno","D","SI1",63.1,58,6.11,6.16,3.87
"7018",4158,1,"Bueno","F","SI1",63.7,58,6.29,6.34,4.02
"7019",4158,1.05,"Muy bueno","H","SI2",63,59,6.44,6.48,4.07
"7020",4158,1.1,"Ideal","I","SI2",62.8,57,6.63,6.56,4.14
"7021",4158,1.12,"Premium","G","SI2",61.2,58,6.69,6.67,4.09
"7022",4158,1.04,"Premium","G","SI2",60.3,62,6.56,6.5,3.94
"7023",4158,1.36,"Regular","J","SI2",67.8,55,6.73,6.66,4.54
"7024",4158,1.12,"Bueno","G","SI2",56.7,62,6.91,6.86,3.9
"7025",4158,0.9,"Premium","E","SI1",62.9,58,6.16,6.11,3.86
"7026",4158,0.9,"Premium","F","SI1",63,60,6.13,6.09,3.85
"7027",4158,0.9,"Premium","F","SI1",59.9,59,6.29,6.26,3.76
"7028",4158,1.12,"Ideal","G","SI2",62.8,54,6.7,6.64,4.19
"7029",4159,0.83,"Ideal","D","SI1",61.9,56,6.01,6.04,3.73
"7030",4159,1.02,"Bueno","G","SI2",59.9,58,6.48,6.55,3.9
"7031",4159,0.94,"Premium","G","SI1",61.3,61,6.33,6.27,3.86
"7032",4160,1.03,"Premium","G","SI2",59.3,58,6.58,6.63,3.92
"7033",4160,0.91,"Ideal","E","SI2",61.8,56,6.19,6.27,3.85
"7034",4160,1.32,"Premium","J","SI2",61.2,59,7.08,7.04,4.32
"7035",4161,0.9,"Muy bueno","I","VVS1",63.5,58,6.06,6.09,3.86
"7036",4161,0.9,"Ideal","G","SI1",62.1,56,6.16,6.2,3.84
"7037",4161,0.9,"Ideal","G","SI1",61.9,55,6.18,6.23,3.84
"7038",4161,0.59,"Ideal","D","IF",60.7,58,5.45,5.49,3.32
"7039",4162,1.02,"Muy bueno","F","SI2",63,58,6.38,6.44,4.04
"7040",4162,1.02,"Muy bueno","F","SI2",60.4,60,6.49,6.53,3.93
"7041",4162,1.02,"Ideal","F","SI2",62.1,56,6.41,6.44,3.99
"7042",4162,1.02,"Muy bueno","F","SI2",59.9,62,6.5,6.53,3.9
"7043",4162,1.06,"Muy bueno","G","SI2",61.1,62,6.55,6.61,4.02
"7044",4162,1.02,"Muy bueno","F","SI2",62,59,6.33,6.42,3.95
"7045",4162,1.02,"Muy bueno","F","SI2",60.2,61,6.48,6.52,3.91
"7046",4162,1.02,"Bueno","F","SI2",63.8,53,6.37,6.46,4.09
"7047",4162,1.02,"Premium","F","SI2",59.9,59,6.56,6.59,3.94
"7048",4162,1.03,"Ideal","I","SI2",62.3,59,6.39,6.45,4
"7049",4163,0.93,"Muy bueno","G","SI2",62.9,56,6.2,6.23,3.91
"7050",4163,1,"Regular","G","SI1",63.1,59,6.32,6.27,3.97
"7051",579,0.33,"Ideal","E","SI1",62.5,55,4.42,4.45,2.77
"7052",579,0.33,"Ideal","I","VVS2",62.4,56,4.41,4.43,2.76
"7053",579,0.33,"Premium","G","VS2",61.4,60,4.41,4.45,2.72
"7054",579,0.33,"Ideal","H","VS1",62,55,4.44,4.46,2.76
"7055",579,0.33,"Ideal","H","VS1",61.7,54,4.45,4.47,2.75
"7056",579,0.33,"Muy bueno","E","SI1",62.7,56,4.39,4.45,2.77
"7057",579,0.33,"Premium","G","VS2",61.9,59,4.4,4.46,2.74
"7058",579,0.33,"Ideal","E","SI1",62.4,56,4.41,4.43,2.76
"7059",579,0.33,"Muy bueno","E","SI1",60.7,57,4.43,4.47,2.7
"7060",579,0.33,"Premium","I","VVS2",61,58,4.42,4.46,2.71
"7061",579,0.33,"Muy bueno","G","VS2",60.9,56,4.46,4.5,2.73
"7062",579,0.33,"Premium","I","VVS2",61,59,4.41,4.44,2.7
"7063",579,0.33,"Muy bueno","G","VS2",62,58,4.42,4.45,2.75
"7064",579,0.33,"Ideal","I","VVS2",62.7,54,4.42,4.45,2.78
"7065",579,0.33,"Muy bueno","G","VS2",59.3,61,4.49,4.51,2.67
"7066",579,0.33,"Bueno","I","VVS2",63.7,56,4.36,4.4,2.79
"7067",579,0.33,"Ideal","H","VS1",61.8,56,4.41,4.46,2.74
"7068",579,0.33,"Premium","G","VS2",62.6,58,4.41,4.44,2.77
"7069",579,0.33,"Premium","I","VVS2",61.4,58,4.45,4.48,2.74
"7070",579,0.33,"Muy bueno","E","SI1",59.1,58,4.51,4.56,2.68
"7071",579,0.33,"Muy bueno","G","VS2",60.8,62,4.42,4.46,2.7
"7072",579,0.33,"Ideal","I","VVS2",62.4,57,4.41,4.44,2.76
"7073",579,0.33,"Ideal","G","VS2",62.5,57,4.39,4.41,2.75
"7074",579,0.33,"Muy bueno","G","VS2",61.1,59,4.43,4.47,2.72
"7075",579,0.33,"Premium","G","VS2",60.8,58,4.45,4.47,2.71
"7076",579,0.33,"Muy bueno","H","VS1",60,61,4.48,4.52,2.7
"7077",579,0.33,"Premium","E","SI1",62.2,59,4.41,4.43,2.75
"7078",579,0.33,"Premium","H","VS1",61.9,58,4.43,4.45,2.75
"7079",579,0.33,"Premium","H","VS1",62.1,59,4.43,4.46,2.76
"7080",579,0.33,"Ideal","G","VS2",61.6,55,4.43,4.46,2.74
"7081",4163,1.05,"Ideal","I","SI2",60.9,57,6.55,6.62,4.01
"7082",4163,1,"Ideal","H","SI2",62.5,54,6.32,6.38,3.97
"7083",4164,1.04,"Premium","E","SI2",61.6,59,6.55,6.57,4.04
"7084",4164,0.85,"Ideal","G","VS1",61.6,54,6.08,6.12,3.76
"7085",4165,0.9,"Bueno","E","SI1",63.1,61,6.14,6.18,3.89
"7086",4165,0.9,"Muy bueno","E","SI1",61.3,57,6.24,6.29,3.84
"7087",4165,0.9,"Muy bueno","E","SI1",59.8,58,6.21,6.26,3.73
"7088",4165,0.9,"Muy bueno","E","SI1",61.8,59,6.11,6.16,3.79
"7089",4165,0.93,"Bueno","D","SI2",61.4,63,6.22,6.26,3.83
"7090",4165,0.9,"Bueno","E","SI1",58.3,61,6.24,6.29,3.65
"7091",4165,0.91,"Premium","D","SI1",61.5,59,6.25,6.18,3.82
"7092",4166,1.01,"Muy bueno","I","SI1",62.9,58,6.34,6.37,4
"7093",4166,1.01,"Premium","I","SI1",61.8,59,6.37,6.44,3.96
"7094",4166,1.01,"Premium","H","SI2",61.6,59,6.39,6.44,3.95
"7095",4166,1.01,"Bueno","F","SI2",63.7,59,6.28,6.38,4.03
"7096",4166,1.01,"Muy bueno","H","SI2",58.8,58,6.57,6.62,3.88
"7097",4166,1,"Regular","H","VS2",66.8,63,6.19,6.08,4.1
"7098",4166,1,"Bueno","H","VS2",57.8,59,6.53,6.47,3.75
"7099",4167,0.71,"Ideal","F","VVS2",62.2,56,5.7,5.74,3.56
"7100",4167,0.71,"Ideal","F","VVS2",61.6,54,5.76,5.79,3.56
"7101",4167,1.17,"Premium","F","SI2",59.9,59,6.86,6.82,4.1
"7102",4167,1.02,"Bueno","H","SI1",57.1,61,6.66,6.57,3.78
"7103",4167,1.06,"Ideal","I","SI2",61.3,56,6.59,6.55,4.03
"7104",4167,0.9,"Ideal","D","SI2",60.8,56,6.26,6.24,3.8
"7105",4167,1.08,"Muy bueno","F","SI2",63.3,59,6.48,6.44,4.09
"7106",4167,1.51,"Regular","G","I1",65.6,54,7.28,7.1,4.72
"7107",4168,1.01,"Bueno","E","SI2",63.3,58,6.3,6.36,4.01
"7108",4168,0.92,"Premium","D","SI2",62.4,58,6.18,6.19,3.86
"7109",4168,0.92,"Muy bueno","D","SI2",62.4,60,6.21,6.25,3.89
"7110",4168,1.11,"Muy bueno","I","SI2",62.6,55,6.65,6.71,4.18
"7111",4168,1.19,"Premium","D","SI2",58.6,61,6.93,6.89,4.05
"7112",4170,1.11,"Muy bueno","E","SI2",60,61,6.66,6.71,4.01
"7113",4170,0.8,"Ideal","D","VS2",61,57,5.96,6,3.65
"7114",4170,1,"Premium","G","SI2",62.7,59,6.36,6.3,3.97
"7115",4171,0.7,"Muy bueno","E","VVS1",61.6,61,5.7,5.73,3.52
"7116",4171,1.01,"Muy bueno","I","SI2",62.9,55,6.37,6.42,4.02
"7117",4171,0.95,"Premium","F","SI2",62.4,59,6.26,6.21,3.89
"7118",4171,0.73,"Ideal","F","VVS1",61.1,56,5.83,5.86,3.57
"7119",4171,1.01,"Bueno","E","SI2",57.5,63,6.56,6.58,3.78
"7120",4171,1.01,"Bueno","I","SI1",61.7,58,6.33,6.4,3.93
"7121",4172,1,"Ideal","H","VS2",62.4,57,6.42,6.36,3.99
"7122",4172,0.6,"Ideal","D","VVS1",62.5,55,5.4,5.42,3.38
"7123",4172,1,"Muy bueno","H","SI2",61.6,58,6.43,6.47,3.97
"7124",4172,0.97,"Premium","H","SI1",61.9,60,6.37,6.3,3.92
"7125",4172,1,"Premium","G","SI2",59.4,62,6.5,6.47,3.85
"7126",4173,0.9,"Muy bueno","H","VS2",62.7,59,6.11,6.17,3.85
"7127",4173,1.14,"Muy bueno","J","SI1",63.3,55,6.6,6.67,4.2
"7128",4173,0.9,"Ideal","H","VS2",61.6,57,6.17,6.29,3.84
"7129",4173,0.9,"Bueno","E","SI1",60.7,63,6.07,6.13,3.7
"7130",4173,0.92,"Muy bueno","H","VS2",63.4,57,6.17,6.11,3.89
"7131",4173,0.92,"Muy bueno","H","VS2",63.1,57,6.2,6.17,3.9
"7132",4173,1.08,"Premium","J","SI1",61,60,6.62,6.57,4.02
"7133",4173,0.92,"Ideal","G","SI1",62.6,56,6.21,6.19,3.88
"7134",4174,1,"Ideal","I","SI1",62.7,56,6.33,6.37,3.98
"7135",4174,1.01,"Ideal","J","SI2",61.9,55,6.5,6.43,4.01
"7136",4175,1.04,"Muy bueno","I","SI1",62.5,62,6.39,6.45,4.01
"7137",4175,1.03,"Ideal","J","SI1",61.6,57,6.46,6.49,3.99
"7138",4176,1.13,"Regular","F","SI2",64.4,56,6.58,6.52,4.22
"7139",4176,1.01,"Muy bueno","G","SI2",62.9,56,6.36,6.39,4.01
"7140",4177,1.11,"Premium","E","SI2",61,60,6.68,6.66,4.07
"7141",4177,1.03,"Bueno","D","SI2",57.6,58,6.6,6.67,3.82
"7142",4177,1.11,"Premium","E","SI2",61.6,61,6.66,6.61,4.09
"7143",4177,1.2,"Premium","J","SI2",61.8,56,6.85,6.81,4.22
"7144",4177,1.11,"Muy bueno","E","SI2",61.7,63,6.65,6.54,4.07
"7145",4178,0.9,"Bueno","D","SI1",63.8,57,6.12,6.07,3.89
"7146",4179,1.01,"Bueno","E","SI1",63.8,60,6.31,6.36,4.04
"7147",4179,0.93,"Ideal","E","SI1",62,56,6.25,6.29,3.89
"7148",4179,1.02,"Bueno","F","SI2",64.1,60,6.25,6.29,4.02
"7149",4179,0.91,"Premium","D","SI1",59.3,58,6.38,6.33,3.77
"7150",4179,1.28,"Ideal","F","SI2",59.7,57,7.12,7.06,4.23
"7151",4180,0.79,"Ideal","F","VVS2",61.9,57,5.93,5.96,3.68
